04-Jul-2016 14:31:59 CEST  Initiating request to open file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
04-Jul-2016 14:32:02 CEST  Successfully opened file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 04-Jul-2016 14:32:04.399 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
   27 |    21 -          g | 71 |   12   12   29   51 |  1  3 |  79.167     -0.335 -1.474 |      7.631    -78.798    -27.062   -0.000 |
   28 |    -3 -       sbar | 71 |   12   12   29   51 |  1  3 | 710.208     -0.331 -1.469 |     72.438   -706.504   -239.502    0.500 |
   29 |   221 -        eta |  2 |   25   28   56   56 |  5  1 |  50.419     -0.286 -1.495 |      3.816    -50.274    -14.643    0.548 |
   30 |    21 -          g | 71 |   12   12   34   34 |  1  1 |   5.836      0.846 -2.131 |     -3.100     -4.944      5.551    0.000 |
   31 |    21 -          g | 71 |   12   12   34   34 |  1  1 |   5.055      1.277 -1.847 |     -1.380     -4.863      8.357    0.000 |
   32 |    21 -          g | 71 |   12   12   34   34 |  1  1 |   5.926      0.476 -2.435 |     -4.509     -3.846      2.932   -0.000 |
   33 |    21 -          g | 71 |   12   12   34   34 |  1  1 |   5.152     -0.004 -2.022 |     -2.249     -4.635     -0.021    0.000 |
   34 |  2212 -         p+ |  1 |   12   33   -1   -1 |  5  0 |   1.282     -0.046 -1.460 |      0.142     -1.274     -0.059    0.938 |
   35 |     3 -          s | 71 |   12   12   54   42 |  1  3 | 223.557     -0.310 -1.432 |     31.038   -221.392    -70.441    0.500 |
   36 |    21 -          g | 71 |   12   12   54   42 |  1  3 |  21.625     -0.331 -1.431 |      3.009    -21.415     -7.300    0.000 |
   37 |    21 -          g | 71 |   12   12   54   42 |  1  3 |   5.614     -0.323 -1.302 |      1.492     -5.412     -1.848    0.000 |
   38 |    21 -          g | 71 |   12   12   54   42 |  1  3 |  11.148     -0.603 -2.085 |     -5.484     -9.706     -7.138   -0.000 |
   39 |    21 -          g | 71 |   12   12   54   42 |  1  3 |  52.997     -0.605 -2.038 |    -23.864    -47.320    -34.039    0.398 |
   40 |    21 -          g | 71 |   12   12   54   42 |  1  3 |   5.301     -0.681 -1.878 |     -1.601     -5.054     -3.894    0.000 |
   41 |  2212 -         p+ |  1 |   35   40   -1   -1 |  7  0 |   2.685     -0.393 -2.008 |     -1.138     -2.432     -1.082    0.938 |
   42 |   111 -        pi0 |  2 |   35   40   57   57 |  7  1 |  12.664     -0.600 -1.992 |     -5.178    -11.556     -8.061    0.135 |
   43 |     3 -          s | 71 |    0    1   52   45 |  2  2 |   1.796     -3.511 -1.108 |      0.802     -1.607    -30.037    0.500 |
   44 |    -5 -       bbar | 71 |    0    0   52   45 |  1  2 |  35.382      1.187 -0.088 |     35.244     -3.124     52.550    4.800 |
   45 |   523 -        B*+ |  2 |   43   44   58   58 |  4  1 |  35.763      1.163 -0.094 |     35.605     -3.356     51.630    5.325 |
   46 |     5 -          b | 71 |    0    0   48   55 |  1  3 |   7.043     -0.257  2.058 |     -3.298      6.224     -1.828    4.800 |
   47 |    21 -          g | 71 |    0    0   48   55 |  1  3 |   6.569      2.218  0.721 |      4.936      4.334     29.836    0.505 |
   48 |  -523 -        B*- |  2 |   46   47   59   59 |  4  1 |   7.102     -0.272  2.177 |     -4.046      5.837     -1.953    5.325 |
   49 |   111 -        pi0 |  2 |   19   21   60   60 |  3  1 |  44.703      1.481 -1.194 |     16.449    -41.567     93.246    0.135 |
   50 |   111 -        pi0 |  2 |   25   28   61   62 |  5  2 | 182.585     -0.299 -1.488 |     15.146   -181.956    -55.395    0.135 |
   51 |   111 -        pi0 |  2 |   25   28   63   63 |  5  1 |  16.527     -0.336 -1.457 |      1.870    -16.421     -5.655    0.135 |
   52 |  2212 -         p+ |  1 |   43   44   -1   -1 |  4  0 |   0.358     -3.086  1.435 |      0.048      0.355     -3.910    0.938 |
   53 |   310 -       K_S0 |  1 |   46   47   -1   -1 |  4  0 |   2.089      2.447  0.548 |      1.783      1.088     11.977    0.498 |
   54 |   310 -       K_S0 |  1 |   35   40   -1   -1 |  7  0 |  21.374     -0.282 -1.423 |      3.154    -21.140     -6.099    0.498 |
   55 |   310 -       K_S0 |  1 |   46   47   -1   -1 |  4  0 |   1.866      1.781  0.658 |      1.477      1.141      5.381    0.498 |
   56 |    22 -      gamma |  1 |   29   29   -1   -1 |  1  0 |  49.647     -0.285 -1.495 |      3.749    -49.505    -14.348    0.000 |
   57 |    22 -      gamma |  1 |   42   42   -1   -1 |  1  0 |  12.164     -0.598 -1.993 |     -4.979    -11.098     -7.712    0.000 |
   58 |   521 -         B+ |  2 |   45   45   64   72 |  1  3 |  35.599      1.163 -0.093 |     35.445     -3.305     51.357    5.279 |
   59 |  -521 -         B- |  2 |   48   48   66   67 |  1  2 |   7.112     -0.270  2.175 |     -4.039      5.854     -1.946    5.279 |
   60 |    22 -      gamma |  1 |   49   49   -1   -1 |  1  0 |  38.168      1.481 -1.193 |     14.089    -35.473     79.609    0.000 |
   61 |    22 -      gamma |  1 |   50   50   -1   -1 |  1  0 | 133.746     -0.299 -1.487 |     11.152   -133.280    -40.595   -0.000 |
   62 |    22 -      gamma |  1 |   50   50   -1   -1 |  1  0 |  48.839     -0.299 -1.489 |      3.995    -48.676    -14.799   -0.000 |
   63 |    22 -      gamma |  1 |   51   51   -1   -1 |  1  0 |  13.923     -0.338 -1.455 |      1.609    -13.830     -4.802   -0.000 |
   64 |   421 -         D0 |  2 |   58   58   71   71 |  1  1 |  19.482      1.168 -0.091 |     19.401     -1.766     28.304    1.865 |
   65 |  -421 -      Dbar0 |  2 |   58   58   68   69 |  1  2 |  10.415      1.212 -0.067 |     10.391     -0.698     15.953    1.865 |
   66 |   421 -         D0 |  2 |   59   59   -1   -1 |  1  0 |   2.632     -0.252  2.482 |     -2.081      1.612     -0.671    1.865 |
   67 |  -433 -      D*_s- |  2 |   59   59   70   70 |  1  1 |   3.258     -0.342  1.753 |     -0.591      3.204     -1.138    2.112 |
   68 |    11 -         e- |  1 |   65   65   -1   -1 |  1  0 |   1.383      1.407 -0.309 |      1.317     -0.421      2.653    0.001 |
   69 |   -12 -    nu_ebar |  1 |   65   65   -1   -1 |  1  0 |   4.208      1.075  0.051 |      4.203      0.217      5.446   -0.000 |
   70 |  -431 -       D_s- |  2 |   67   67   -1   -1 |  1  0 |   2.840     -0.329  1.732 |     -0.456      2.804     -0.952    1.968 |
   71 |   310 -       K_S0 |  1 |   64   64   -1   -1 |  1  0 |   6.626      1.146 -0.110 |      6.586     -0.726      9.368    0.498 |
   72 |   310 -       K_S0 |  1 |   58   58   -1   -1 |  1  0 |   1.870      1.047 -0.124 |      1.856     -0.232      2.337    0.498 |
Begin processing the 9th record. Run 1, Event 9, LumiSection 1 at 04-Jul-2016 14:32:07.305 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   50 |  0 21 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   50 |  0 17 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -2 -       ubar | 21 |    0    0    4    4 |  1  1 |   0.000  25482.363  0.000 |      0.000      0.000   2726.363    0.000 |
    3 |     1 -          d | 21 |    1    1    4    4 |  1  1 |   0.000 -25277.312  0.000 |      0.000      0.000  -2521.312    0.000 |
    4 | -9900024 -       W_R- | 22 |    2    3    5    5 |  2  1 |   0.000  22961.051  0.000 |      0.000      0.000    205.051 5243.669 |
    5 | -9900024 -       W_R- | 62 |    4    4    7    8 |  1  2 |  51.198      2.073 -0.344 |     48.190    -17.289    200.301 5243.669 |
    6 |    22 -      gamma |  1 |    0    0   -1   -1 |  1  0 |   0.624      4.783 -2.887 |     -0.604     -0.157     37.265   -0.000 |
    7 |    11 -         e- | 23 |    5    5    9   10 |  1  2 | 1182.063     -0.925 -0.614 |    966.473   -680.590  -1256.914    0.001 |
    8 | 9900012 -      nu_Re | 22 |    5    5   11   11 |  1  1 | 1132.789      1.070  2.516 |   -918.283    663.301   1457.215 3000.002 |
    9 |    11 -         e- |  1 |    7    7   -1   -1 |  1  0 | 1182.053     -0.925 -0.614 |    966.465   -680.584  -1256.904    0.001 |
   10 |    22 -      gamma |  1 |    7    7   -1   -1 |  1  0 |   0.010     -0.926 -0.614 |      0.008     -0.006     -0.010   -0.000 |
   11 | 9900012 -      nu_Re | 52 |    8    8   12   14 |  1  3 | 1132.789      1.070  2.516 |   -918.283    663.301   1457.215 3000.002 |
   12 |   -11 -         e+ |  1 |   11   11   -1   -1 |  1  0 | 854.531      1.697  1.895 |   -272.435    809.940   2252.791    0.001 |
   13 |     1 -          d | 23 |   11   11   24   45 |  1 24 | 264.032     -1.171  2.630 |   -230.244    129.231   -384.950    0.330 |
   14 |    -2 -       ubar | 23 |   11   11   15   15 |  1  1 | 498.830     -0.751 -2.556 |   -415.605   -275.870   -410.626    0.330 |
   15 |    -2 -       ubar | 52 |   14   14   31   46 |  1 14 | 134.201     -0.751 -2.556 |   -111.811    -74.217   -110.472    0.330 |
   16 |    -2 -       ubar | 73 |    0    1   23   23 |  2  1 |   0.804      4.436  1.803 |     -0.185      0.782     33.907    0.605 |
   17 |     1 -          d | 71 |   13   13   -1   -1 |  1  0 |  10.341     -0.857 -3.091 |    -10.327     -0.521     -9.992    0.330 |
   18 |    21 -          g | 71 |   13   13   -1   -1 |  1  0 |  17.050     -0.969 -3.043 |    -16.966     -1.686    -19.232   -0.000 |
   19 |    21 -          g | 71 |   13   13   -1   -1 |  1  0 |  10.323     -0.984  3.098 |    -10.313      0.449    -11.883   -0.000 |
   20 |    21 -          g | 71 |   13   13   -1   -1 |  1  0 |   8.001     -0.904  2.989 |     -7.908      1.218     -8.259    0.000 |
   21 |    21 -          g | 71 |   13   13   -1   -1 |  1  0 |  33.407     -0.984  3.035 |    -33.217      3.556    -38.457    0.000 |
   22 |     2 -          u | 71 |    0    0   67   68 |  1  2 |   1.626      2.562  2.190 |     -0.943      1.325     10.473    0.330 |
   23 |    -2 -       ubar | 71 |   16   16   67   68 |  1  2 |   0.804      4.436  1.803 |     -0.185      0.782     33.907    0.605 |
   24 |     1 -          d | 71 |   13   13   26   27 |  1  2 | 142.363     -0.196  2.828 |   -135.411     43.943    -28.129    0.330 |
   25 |    21 -          g | 71 |   13   13   26   27 |  1  2 |  10.606     -0.177  2.848 |    -10.151      3.074     -1.891    0.000 |
   26 |   221 -        eta |  2 |   24   13   69   69 |  3  1 |  47.485     -0.190  2.826 |    -45.145     14.722     -9.075    0.548 |
   27 |   221 -        eta |  2 |   24   13   70   70 |  3  1 |  48.232     -0.194  2.825 |    -45.842     14.996     -9.402    0.548 |
   28 |    21 -          g | 71 |   15   15   58   59 |  1  4 |  41.191     -0.738 -2.663 |    -36.569    -18.958    -33.229    0.000 |
   29 |    21 -          g | 71 |   15   15   58   59 |  1  4 |   5.781     -0.848 -2.576 |     -4.881     -3.097     -5.508    0.000 |
   30 |    21 -          g | 71 |   15   15   58   59 |  1  4 |   9.162     -0.813 -2.415 |     -6.849     -6.085     -8.296    0.000 |
   31 |    -2 -       ubar | 71 |   15   15   58   59 |  1  4 |  73.900     -0.783 -2.506 |    -59.469    -43.871    -63.929    0.330 |
   32 |   111 -        pi0 |  2 |   15   31   71   71 |  5  1 |  14.426     -0.776 -2.679 |    -12.907     -6.443    -12.347    0.135 |
   33 |   111 -        pi0 |  2 |   15   31   72   72 |  5  1 |  29.354     -0.797 -2.500 |    -23.510    -17.577    -25.934    0.135 |
   34 |    -1 -       dbar | 71 |    0    1   35   35 |  2  1 |   7.755      0.031 -1.884 |     -2.388     -7.378      0.237    0.330 |
   35 |  2212 -         p+ |  1 |    0   34   -1   -1 |  3  0 |   1.523     -0.997 -1.792 |     -0.334     -1.486     -1.782    0.938 |
   36 |     3 -          s | 71 |   13   13   60   62 |  1  5 |  19.907     -1.066 -3.130 |    -19.905     -0.239    -25.461    0.500 |
   37 |    21 -          g | 71 |   13   13   60   62 |  1  5 |  67.313     -1.109 -2.854 |    -64.551    -19.086    -90.976    0.593 |
   38 |    21 -          g | 71 |   13   13   60   62 |  1  5 |  19.165     -1.176 -2.843 |    -18.319     -5.631    -28.098   -0.000 |
   39 |    21 -          g | 71 |   13   13   60   62 |  1  5 |   9.539     -1.099 -2.808 |     -9.013     -3.122    -12.717   -0.000 |
   40 |    21 -          g | 71 |   13   13   60   62 |  1  5 |  21.491     -1.163 -2.812 |    -20.335     -6.955    -31.004    0.206 |
   41 |    21 -          g | 71 |   13   13   60   62 |  1  5 |  33.362     -1.173 -2.904 |    -32.421     -7.868    -48.757    0.000 |
   42 |    21 -          g | 71 |   13   13   60   62 |  1  5 |   5.104     -1.556 -2.585 |     -4.334     -2.697    -11.555    0.000 |
   43 |    21 -          g | 71 |   13   13   60   62 |  1  5 |  17.193     -1.554 -2.729 |    -15.754     -6.887    -38.841   -0.000 |
   44 |    21 -          g | 71 |   13   13   60   62 |  1  5 |  40.754     -1.473 -2.607 |    -35.059    -20.779    -84.204    0.588 |
   45 |    21 -          g | 71 |   13   13   60   62 |  1  5 |  33.187     -1.499 -2.526 |    -27.104    -19.150    -70.618   -0.000 |
   46 |    21 -          g | 71 |   15   15   60   62 |  1  5 |  31.926     -1.509 -2.544 |    -26.392    -17.964    -68.647   -0.000 |
   47 |  2212 -         p+ |  1 |   36   15   -1   -1 | 13  0 |   4.441     -1.602 -2.735 |     -4.079     -1.756    -10.577    0.938 |
   48 |    -2 -       ubar | 71 |    0    1   -1   -1 |  2  0 |   6.729      0.110  1.066 |      3.255      5.890      0.739    0.330 |
   49 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.531      5.973 -1.350 |      0.116     -0.518    104.200    0.938 |
   50 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.208      8.315 -3.135 |     -0.208     -0.001    424.509    0.938 |
   51 |     2 -          u | 71 |    0    0   57   65 |  1  5 |   2.000      3.702  1.703 |     -0.264      1.983     40.519    0.330 |
   52 |    21 -          g | 71 |    0    0   57   65 |  1  5 |   5.678      2.570  2.033 |     -2.530      5.082     36.866    0.000 |
   53 |    21 -          g | 71 |    0    1   57   65 |  2  5 |   8.457      2.968 -2.522 |     -6.883     -4.914     82.078    0.000 |
   54 |    21 -          g | 71 |    1    1   57   65 |  1  5 |   9.227     -2.107  3.119 |     -9.224      0.206    -37.393    0.000 |
   55 |    21 -          g | 71 |    1    1   57   65 |  1  5 |  11.944     -2.043  2.863 |    -11.485      3.280    -45.285    0.000 |
   56 |    -1 -       dbar | 71 |    0    1   57   65 |  2  5 |   0.340     -5.108  0.370 |      0.317      0.123    -28.097    0.330 |
   57 |  2212 -         p+ |  1 |   51   56   -1   -1 |  8  0 |   1.744      3.066  1.159 |      0.698      1.597     18.657    0.938 |
   58 |   310 -       K_S0 |  1 |   15   31   -1   -1 |  5  0 |   2.795     -0.738 -2.587 |     -2.377     -1.471     -2.257    0.498 |
   59 |   310 -       K_S0 |  1 |   15   31   -1   -1 |  5  0 |  12.725     -0.774 -2.542 |    -10.504     -7.183    -10.870    0.498 |
   60 |   310 -       K_S0 |  1 |   36   15   -1   -1 | 13  0 |   2.720     -1.065 -2.970 |     -2.680     -0.466     -3.478    0.498 |
   61 |  2212 -         p+ |  1 |   36   15   -1   -1 | 13  0 |   8.763     -1.510 -2.579 |     -7.414     -4.671    -18.859    0.938 |
   62 |   111 -        pi0 |  2 |   36   15   73   73 | 13  1 |  16.995     -1.487 -2.578 |    -14.366     -9.081    -35.658    0.135 |
   63 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.510      0.400 -0.526 |      0.441     -0.256      0.209    0.938 |
   64 |   310 -       K_S0 |  1 |   51   56   -1   -1 |  8  0 |   1.617      2.298  0.481 |      1.433      0.749      7.965    0.498 |
   65 |  2212 -         p+ |  1 |   51   56   -1   -1 |  8  0 |   1.189     -2.368  2.843 |     -1.136      0.349     -6.287    0.938 |
   66 |   310 -       K_S0 |  1 |   36   15   -1   -1 | 13  0 |   1.327     -1.363 -2.404 |     -0.982     -0.892     -2.422    0.498 |
   67 |    11 -         e- |  1 |   22   23   -1   -1 |  3  0 |   0.541      2.191  1.832 |     -0.140      0.522      2.387    0.001 |
   68 |   -11 -         e+ |  1 |   22   23   -1   -1 |  3  0 |   0.027      2.275  2.006 |     -0.011      0.024      0.129    0.001 |
   69 |    22 -      gamma |  1 |   26   26   -1   -1 |  1  0 |  43.178     -0.186  2.826 |    -41.043     13.411     -8.093    0.000 |
   70 |    22 -      gamma |  1 |   27   27   -1   -1 |  1  0 |  13.572     -0.190  2.813 |    -12.846      4.381     -2.588    0.000 |
   71 |    22 -      gamma |  1 |   32   32   -1   -1 |  1  0 |  11.712     -0.771 -2.678 |    -10.477     -5.236     -9.955   -0.000 |
   72 |    22 -      gamma |  1 |   33   33   -1   -1 |  1  0 |  26.569     -0.798 -2.501 |    -21.296    -15.886    -23.509   -0.000 |
   73 |    22 -      gamma |  1 |   62   62   -1   -1 |  1  0 |  11.039     -1.488 -2.584 |     -9.365     -5.844    -23.183   -0.000 |
   74 |    11 -         e- |  1 |   51   56   -1   -1 |  8  0 |   0.111      2.009  1.250 |      0.035      0.105      0.405    0.001 |
   75 |   -11 -         e+ |  1 |   51   56   -1   -1 |  8  0 |   0.139      1.898  1.356 |      0.030      0.136      0.453    0.001 |
Begin processing the 10th record. Run 1, Event 10, LumiSection 1 at 04-Jul-2016 14:32:07.306 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   41 |  0 11 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   41 |  0  5 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -1 -       dbar | 21 |    0    0    4    4 |  1  1 |   0.000  25474.889  0.000 |      0.000      0.000   2718.889    0.000 |
    3 |     2 -          u | 21 |    1    1    4    4 |  1  1 |   0.000 -25866.781  0.000 |      0.000      0.000  -3110.781    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000 -23147.893  0.000 |      0.000      0.000   -391.893 5816.483 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |  63.668     -2.332  2.433 |    -48.362     41.410   -324.699 5816.483 |
    6 |   -11 -         e+ | 23 |    5    5    8    9 |  1  2 | 1536.725      0.794 -1.775 |   -311.319  -1504.860   1353.198    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5   10   10 |  1  1 | 1568.470     -0.930  1.402 |    262.958   1546.270  -1677.896 3000.002 |
    8 |   -11 -         e+ |  1 |    6    6   -1   -1 |  1  0 | 1422.404      0.794 -1.775 |   -288.159  -1392.910   1252.532    0.001 |
    9 |    22 -      gamma |  1 |    6    6   -1   -1 |  1  0 | 114.321      0.794 -1.775 |    -23.160   -111.950    100.666   -0.000 |
