30-Oct-2015 07:55:31 CDT  Initiating request to open file file:/eos/uscms/store/user/skalafut/WR_2600_ToENu_1300_ToEEJJ_GENSIM/WRToENuToEEJJ_MW-2600_MNu-1300_13TeV_GEN-SIM/150519_203237/0000/WR_M-2600_ToENu_M-1300_13TeV_GEN_SIM_1.root
30-Oct-2015 07:55:32 CDT  Successfully opened file file:/eos/uscms/store/user/skalafut/WR_2600_ToENu_1300_ToEEJJ_GENSIM/WRToENuToEEJJ_MW-2600_MNu-1300_13TeV_GEN-SIM/150519_203237/0000/WR_M-2600_ToENu_M-1300_13TeV_GEN_SIM_1.root
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 30-Oct-2015 07:55:37.549 CDT

[ParticleListDrawer] analysing particle collection genParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
  678 |   211 -        pi+ |  1 |  486  486   -1   -1 |  1  0 |   0.624      4.602 -1.694 |     -0.077     -0.619     31.098    0.140 |
  679 |   310 -       K_S0 |  1 |  493  493   -1   -1 |  1  0 |   0.542      2.882 -2.389 |     -0.395     -0.370      4.818    0.498 |
  680 |  2112 -         n0 |  1 |  494  494   -1   -1 |  1  0 |   0.485      3.485 -0.939 |      0.286     -0.392      7.905    0.940 |
  681 |   111 -        pi0 |  2 |  494  494  873  874 |  1  2 |   0.128      4.549 -1.945 |     -0.047     -0.119      6.067    0.135 |
  682 |   311 -         K0 |  2 |  505  505  754  754 |  1  1 |   0.976      2.877  2.729 |     -0.894      0.391      8.639    0.498 |
  683 |   111 -        pi0 |  2 |  505  505  875  876 |  1  2 |   1.588      2.493  2.702 |     -1.437      0.676      9.542    0.135 |
  684 |  -211 -        pi- |  1 |  508  508   -1   -1 |  1  0 |   1.671      3.195  2.874 |     -1.612      0.441     20.367    0.140 |
  685 |   111 -        pi0 |  2 |  508  508  877  878 |  1  2 |   0.141      2.843 -1.543 |      0.004     -0.141      1.209    0.135 |
  686 |   211 -        pi+ |  1 |  509  509   -1   -1 |  1  0 |   0.236      2.857 -1.793 |     -0.052     -0.230      2.050    0.140 |
  687 |   111 -        pi0 |  2 |  509  509  879  880 |  1  2 |   0.792      3.704  0.758 |      0.575      0.545     16.066    0.135 |
  688 |   211 -        pi+ |  1 |  510  510   -1   -1 |  1  0 |   0.856      3.527  1.599 |     -0.024      0.856     14.557    0.140 |
  689 |  -211 -        pi- |  1 |  510  510   -1   -1 |  1  0 |   0.952      3.606  2.472 |     -0.746      0.591     17.506    0.140 |
  690 |   211 -        pi+ |  1 |  517  517   -1   -1 |  1  0 |   0.731      6.579 -3.013 |     -0.725     -0.094    263.289    0.140 |
  691 |   111 -        pi0 |  2 |  517  517  881  882 |  1  2 |   0.248      6.731 -1.097 |      0.113     -0.221    104.068    0.135 |
  692 |   211 -        pi+ |  1 |  553  553   -1   -1 |  1  0 |   7.132     -1.529  2.367 |     -5.099      4.986    -15.670    0.140 |
  693 |   111 -        pi0 |  2 |  553  553  883  884 |  1  2 |   3.407     -1.616  2.238 |     -2.109      2.676     -8.236    0.135 |
  694 |   211 -        pi+ |  1 |  558  558   -1   -1 |  1  0 |   0.099     -1.893  2.648 |     -0.088      0.047     -0.323    0.140 |
  695 |  -211 -        pi- |  1 |  558  558   -1   -1 |  1  0 |   2.742     -1.317  2.235 |     -1.691      2.158     -4.749    0.140 |
  696 |  -211 -        pi- |  1 |  559  559   -1   -1 |  1  0 |   2.451     -1.706  2.060 |     -1.151      2.164     -6.524    0.140 |
  697 |   111 -        pi0 |  2 |  559  559  885  886 |  1  2 |   6.367     -1.498  2.108 |     -3.258      5.471    -13.525    0.135 |
  698 |   211 -        pi+ |  1 |  575  575   -1   -1 |  1  0 |   3.798     -2.390  2.128 |     -2.010      3.223    -20.547    0.140 |
  699 |   111 -        pi0 |  2 |  575  575  887  888 |  1  2 |   1.711     -2.170  2.287 |     -1.124      1.290     -7.395    0.135 |
  700 |  -211 -        pi- |  1 |  576  576   -1   -1 |  1  0 |   2.160     -2.509  2.215 |     -1.297      1.727    -13.195    0.140 |
  701 |   111 -        pi0 |  2 |  576  576  889  890 |  1  2 |   4.729     -2.298  2.151 |     -2.591      3.957    -23.293    0.135 |
  702 |   211 -        pi+ |  1 |  577  577   -1   -1 |  1  0 |   5.242     -2.406  2.264 |     -3.348      4.033    -28.839    0.140 |
  703 |   111 -        pi0 |  2 |  577  577  891  892 |  1  2 |   5.343     -2.266  2.181 |     -3.061      4.379    -25.470    0.135 |
  704 |   211 -        pi+ |  1 |  586  586   -1   -1 |  1  0 |   2.205     -2.289  1.395 |      0.385      2.172    -10.768    0.140 |
  705 |   111 -        pi0 |  2 |  586  586  893  894 |  1  2 |   0.301     -2.382  0.516 |      0.262      0.148     -1.615    0.135 |
  706 |  -211 -        pi- |  1 |  587  587   -1   -1 |  1  0 |   6.242     -2.407  1.570 |      0.003      6.242    -34.365    0.140 |
  707 |   111 -        pi0 |  2 |  587  587  895  896 |  1  2 |   7.245     -2.306  1.527 |      0.317      7.238    -35.981    0.135 |
  708 |  -211 -        pi- |  1 |  589  589   -1   -1 |  1  0 |   6.943     -2.344  1.549 |      0.152      6.941    -35.864    0.140 |
  709 |   111 -        pi0 |  2 |  589  589  897  898 |  1  2 |  40.361     -2.333  1.499 |      2.901     40.256   -205.980    0.135 |
  710 |   211 -        pi+ |  1 |  593  593   -1   -1 |  1  0 |  20.988     -2.374  1.513 |      1.215     20.953   -111.753    0.140 |
  711 |   111 -        pi0 |  2 |  593  593  899  900 |  1  2 |   1.798     -2.472  1.506 |      0.116      1.794    -10.576    0.135 |
  712 |   211 -        pi+ |  1 |  598  598   -1   -1 |  1  0 |   9.031     -2.426  1.543 |      0.254      9.027    -50.670    0.140 |
  713 |   111 -        pi0 |  2 |  598  598  901  902 |  1  2 |   7.865     -2.474  1.438 |      1.044      7.795    -46.362    0.135 |
  714 |  -211 -        pi- |  1 |  599  599   -1   -1 |  1  0 |  10.223     -2.382  1.505 |      0.676     10.201    -54.850    0.140 |
  715 |   111 -        pi0 |  2 |  599  599  903  904 |  1  2 |   1.042     -2.501  1.647 |     -0.079      1.039     -6.311    0.135 |
  716 |   211 -        pi+ |  1 |  600  600   -1   -1 |  1  0 |  11.623     -2.326  1.432 |      1.605     11.511    -58.906    0.140 |
  717 |   111 -        pi0 |  2 |  600  600  905  906 |  1  2 |   5.158     -2.451  1.427 |      0.739      5.105    -29.688    0.135 |
  718 |   211 -        pi+ |  1 |  605  605   -1   -1 |  1  0 |   6.751     -2.349  1.463 |      0.729      6.712    -35.028    0.140 |
  719 |   111 -        pi0 |  2 |  605  605  907  908 |  1  2 |   0.201     -2.514  1.618 |     -0.009      0.201     -1.234    0.135 |
  720 |   211 -        pi+ |  1 |  606  606   -1   -1 |  1  0 |   1.846     -1.970  1.392 |      0.328      1.816     -6.490    0.140 |
  721 |  -211 -        pi- |  1 |  606  606   -1   -1 |  1  0 |   2.316     -2.283  1.617 |     -0.107      2.314    -11.237    0.140 |
  722 |   321 -         K+ |  1 |  607  607   -1   -1 |  1  0 |   6.179     -2.181  1.995 |     -2.542      5.632    -27.004    0.494 |
  723 |  -211 -        pi- |  1 |  607  607   -1   -1 |  1  0 |   1.028     -1.954  1.944 |     -0.375      0.957     -3.556    0.140 |
  724 |  -321 -         K- |  1 |  608  608   -1   -1 |  1  0 |   6.352     -1.914  2.011 |     -2.709      5.745    -21.056    0.494 |
  725 |   211 -        pi+ |  1 |  608  608   -1   -1 |  1  0 |   1.467     -2.002  1.818 |     -0.359      1.422     -5.333    0.140 |
  726 |  -311 -      Kbar0 |  2 |  617  617  755  755 |  1  1 |   0.746     -1.828  2.039 |     -0.337      0.666     -2.262    0.498 |
  727 |  -211 -        pi- |  1 |  617  617   -1   -1 |  1  0 |   0.586     -1.609  1.751 |     -0.105      0.576     -1.404    0.140 |
  728 |   211 -        pi+ |  1 |  618  618   -1   -1 |  1  0 |   0.963     -1.670  1.388 |      0.175      0.947     -2.469    0.140 |
  729 |  -211 -        pi- |  1 |  618  618   -1   -1 |  1  0 |   3.549     -1.889  1.820 |     -0.876      3.439    -11.462    0.140 |
  730 |   211 -        pi+ |  1 |  619  619   -1   -1 |  1  0 |   3.315     -1.785  1.474 |      0.322      3.299     -9.599    0.140 |
  731 |   111 -        pi0 |  2 |  619  619  909  910 |  1  2 |   1.787     -1.502  1.377 |      0.345      1.753     -3.814    0.135 |
  732 |  -321 -         K- |  1 |  632  632   -1   -1 |  1  0 |   0.718      0.616  2.663 |     -0.638      0.331      0.471    0.494 |
  733 |   211 -        pi+ |  1 |  632  632   -1   -1 |  1  0 |   1.502      0.511  2.394 |     -1.101      1.021      0.801    0.140 |
  734 |   321 -         K+ |  1 |  636  636   -1   -1 |  1  0 |   0.137      2.444 -0.183 |      0.135     -0.025      0.784    0.494 |
  735 |  -211 -        pi- |  1 |  636  636   -1   -1 |  1  0 |   0.199      2.765  2.642 |     -0.174      0.095      1.572    0.140 |
  736 |   310 -       K_S0 |  1 |  637  637   -1   -1 |  1  0 |   0.492      3.073  0.800 |      0.342      0.353      5.301    0.498 |
  737 |   310 -       K_S0 |  1 |  638  638   -1   -1 |  1  0 |   0.840      1.536  1.595 |     -0.020      0.840      1.861    0.498 |
  738 |  -321 -         K- |  1 |  639  639   -1   -1 |  1  0 |   0.173      2.961 -0.199 |      0.170     -0.034      1.666    0.494 |
  739 |   211 -        pi+ |  1 |  639  639   -1   -1 |  1  0 |   0.133      3.636  2.043 |     -0.060      0.118      2.520    0.140 |
  740 |  -311 -      Kbar0 |  2 |  643  643  756  756 |  1  1 |   0.473     -2.392  0.306 |      0.451      0.142     -2.563    0.498 |
  741 |  -211 -        pi- |  1 |  643  643   -1   -1 |  1  0 |   0.373     -2.970  0.323 |      0.353      0.118     -3.623    0.140 |
  742 |  -311 -      Kbar0 |  2 |  645  645  757  757 |  1  1 |   0.888     -2.902  0.503 |      0.778      0.428     -8.062    0.498 |
  743 |  -211 -        pi- |  1 |  645  645   -1   -1 |  1  0 |   0.781     -3.146  1.046 |      0.391      0.676     -9.053    0.140 |
  744 |   211 -        pi+ |  1 |  646  646   -1   -1 |  1  0 |   0.703     -3.033  0.407 |      0.645      0.278     -7.274    0.140 |
  745 |  -211 -        pi- |  1 |  646  646   -1   -1 |  1  0 |   0.829     -3.935  0.487 |      0.732      0.388    -21.194    0.140 |
  746 |  -211 -        pi- |  1 |  651  651   -1   -1 |  1  0 |   0.177     -4.755  0.558 |      0.150      0.094    -10.286    0.140 |
  747 |   111 -        pi0 |  2 |  651  651  911  912 |  1  2 |   0.325     -5.454 -1.790 |     -0.070     -0.317    -37.936    0.135 |
  748 |  2212 -         p+ |  1 |  652  652   -1   -1 |  1  0 |   0.569     -7.087  2.614 |     -0.492      0.287   -340.399    0.938 |
  749 |   111 -        pi0 |  2 |  652  652  913  914 |  1  2 |   0.038     -7.069  2.827 |     -0.036      0.012    -22.388    0.135 |
  750 |   130 -       K_L0 |  1 |  654  654   -1   -1 |  1  0 |   3.742     -0.805  2.029 |     -1.657      3.355     -3.346    0.498 |
  751 |   130 -       K_L0 |  1 |  659  659   -1   -1 |  1  0 |   5.325     -0.424  2.815 |     -5.044      1.709     -2.324    0.498 |
  752 |   310 -       K_S0 |  1 |  663  663   -1   -1 |  1  0 |   0.582      2.157 -1.171 |      0.227     -0.536      2.481    0.498 |
  753 |   130 -       K_L0 |  1 |  665  665   -1   -1 |  1  0 |   1.891      1.277 -1.639 |     -0.129     -1.887      3.127    0.498 |
  754 |   310 -       K_S0 |  1 |  682  682   -1   -1 |  1  0 |   0.976      2.877  2.729 |     -0.894      0.391      8.639    0.498 |
  755 |   310 -       K_S0 |  1 |  726  726   -1   -1 |  1  0 |   0.746     -1.828  2.039 |     -0.337      0.666     -2.262    0.498 |
  756 |   310 -       K_S0 |  1 |  740  740   -1   -1 |  1  0 |   0.473     -2.392  0.306 |      0.451      0.142     -2.563    0.498 |
  757 |   130 -       K_L0 |  1 |  742  742   -1   -1 |  1  0 |   0.888     -2.902  0.503 |      0.778      0.428     -8.062    0.498 |
  758 |   111 -        pi0 |  2 |  410  410  915  916 |  1  2 |   0.871     -0.682  2.339 |     -0.605      0.627     -0.642    0.135 |
  759 |   111 -        pi0 |  2 |  410  410  917  918 |  1  2 |   0.354     -0.493  2.223 |     -0.215      0.281     -0.181    0.135 |
  760 |   111 -        pi0 |  2 |  410  410  919  920 |  1  2 |   0.802     -0.738  2.051 |     -0.370      0.711     -0.647    0.135 |
  761 |   111 -        pi0 |  2 |  425  425  921  922 |  1  2 |   1.819     -0.967  2.443 |     -1.392      1.170     -2.045    0.135 |
  762 |   111 -        pi0 |  2 |  425  425  923  924 |  1  2 |   1.535     -0.923  2.278 |     -0.997      1.167     -1.628    0.135 |
  763 |   111 -        pi0 |  2 |  425  425  925  926 |  1  2 |   0.800     -0.975  2.437 |     -0.610      0.518     -0.910    0.135 |
  764 |    22 -      gamma |  1 |  432  432   -1   -1 |  1  0 |   6.338     -1.076  2.222 |     -3.843      5.040     -8.215    0.000 |
  765 |    22 -      gamma |  1 |  432  432   -1   -1 |  1  0 |   4.353     -1.096  2.206 |     -2.582      3.504     -5.785    0.000 |
  766 |    22 -      gamma |  1 |  434  434   -1   -1 |  1  0 |   0.113     -1.161  1.633 |     -0.007      0.112     -0.162   -0.000 |
  767 |    22 -      gamma |  1 |  434  434   -1   -1 |  1  0 |   1.237     -1.491  1.489 |      0.101      1.233     -2.606   -0.000 |
  768 |   211 -        pi+ |  1 |  456  456   -1   -1 |  1  0 |   3.311      1.265 -1.568 |      0.011     -3.311      5.400    0.140 |
  769 |  -211 -        pi- |  1 |  456  456   -1   -1 |  1  0 |   2.788      1.232 -1.508 |      0.174     -2.783      4.374    0.140 |
  770 |   111 -        pi0 |  2 |  456  456  927  928 |  1  2 |   2.916      1.377 -1.465 |      0.307     -2.900      5.410    0.135 |
  771 |   211 -        pi+ |  1 |  463  463   -1   -1 |  1  0 |   0.872      1.198 -1.117 |      0.383     -0.784      1.314    0.140 |
  772 |  -211 -        pi- |  1 |  463  463   -1   -1 |  1  0 |   0.814      1.282 -1.571 |      0.000     -0.814      1.353    0.140 |
  773 |   111 -        pi0 |  2 |  463  463  929  930 |  1  2 |   0.078      1.871 -2.106 |     -0.040     -0.067      0.247    0.135 |
  774 |   211 -        pi+ |  1 |  468  468   -1   -1 |  1  0 |   0.278      1.495 -2.849 |     -0.266     -0.080      0.589    0.140 |
  775 |  -211 -        pi- |  1 |  468  468   -1   -1 |  1  0 |   0.480      0.880 -2.050 |     -0.222     -0.426      0.480    0.140 |
  776 |   111 -        pi0 |  2 |  468  468  931  932 |  1  2 |   0.353      1.987 -2.246 |     -0.221     -0.276      1.264    0.135 |
  777 |   111 -        pi0 |  2 |  469  469  933  934 |  1  2 |   0.620      1.228 -1.927 |     -0.216     -0.581      0.967    0.135 |
  778 |   111 -        pi0 |  2 |  469  469  935  936 |  1  2 |   0.075      1.964 -1.727 |     -0.012     -0.074      0.261    0.135 |
  779 |   111 -        pi0 |  2 |  469  469  937  938 |  1  2 |   0.075      1.853 -1.851 |     -0.021     -0.072      0.234    0.135 |
  780 |   321 -         K+ |  1 |  471  471   -1   -1 |  1  0 |   0.341      1.488 -2.614 |     -0.295     -0.172      0.716    0.494 |
  781 |  -321 -         K- |  1 |  471  471   -1   -1 |  1  0 |   0.548      1.269 -3.081 |     -0.547     -0.033      0.897    0.494 |
  782 |   211 -        pi+ |  1 |  482  482   -1   -1 |  1  0 |   0.851      6.162 -1.387 |      0.156     -0.836    201.752    0.140 |
  783 |  -211 -        pi- |  1 |  482  482   -1   -1 |  1  0 |   0.244      6.606 -0.891 |      0.154     -0.190     90.372    0.140 |
  784 |   111 -        pi0 |  2 |  482  482  939  940 |  1  2 |   0.299      5.474 -1.040 |      0.151     -0.258     35.634    0.135 |
  785 |    22 -      gamma |  1 |  483  483   -1   -1 |  1  0 |   0.162      6.044 -1.604 |     -0.005     -0.162     34.125    0.000 |
  786 |    22 -      gamma |  1 |  483  483   -1   -1 |  1  0 |   0.250      5.784 -0.976 |      0.140     -0.207     40.632    0.000 |
  787 |    22 -      gamma |  1 |  489  489   -1   -1 |  1  0 |   0.467      4.330  2.624 |     -0.406      0.231     17.713    0.000 |
  788 |    22 -      gamma |  1 |  489  489   -1   -1 |  1  0 |   0.981      4.475 -2.839 |     -0.937     -0.292     43.067    0.000 |
  789 |    22 -      gamma |  1 |  496  496   -1   -1 |  1  0 |   2.254      1.545 -1.584 |     -0.030     -2.254      5.040    0.000 |
  790 |    22 -      gamma |  1 |  496  496   -1   -1 |  1  0 |   0.384      1.404 -1.619 |     -0.019     -0.383      0.734   -0.000 |
  791 |    22 -      gamma |  1 |  514  514   -1   -1 |  1  0 |   0.509      5.847 -0.904 |      0.315     -0.400     88.148    0.000 |
  792 |    22 -      gamma |  1 |  514  514   -1   -1 |  1  0 |   0.149      6.312 -0.766 |      0.108     -0.104     41.175   -0.000 |
  793 |    22 -      gamma |  1 |  515  515   -1   -1 |  1  0 |   0.124      5.801  2.013 |     -0.053      0.112     20.519   -0.000 |
  794 |    22 -      gamma |  1 |  515  515   -1   -1 |  1  0 |   0.420      5.409  1.569 |      0.001      0.420     46.941   -0.000 |
  795 |   111 -        pi0 |  2 |  516  516  941  942 |  1  2 |   1.028      5.839  0.157 |      1.016      0.161    176.575    0.135 |
  796 |    22 -      gamma |  1 |  516  516   -1   -1 |  1  0 |   0.130      4.191 -0.973 |      0.073     -0.108      4.300   -0.000 |
  797 |   -12 -    nu_ebar |  1 |  551  551   -1   -1 |  1  0 |  89.512     -1.554  2.388 |    -65.248     61.278   -202.299    0.000 |
  798 |    11 -         e- |  1 |  551  551   -1   -1 |  1  0 |  33.069     -1.596  2.401 |    -24.396     22.324    -78.175    0.001 |
  799 |   411 -         D+ |  2 |  551  551  943  945 |  1  3 |  43.783     -1.554  2.425 |    -33.023     28.749    -98.939    1.870 |
  800 |    22 -      gamma |  1 |  554  554   -1   -1 |  1  0 |   0.259     -1.582  2.684 |     -0.232      0.114     -0.603    0.000 |
  801 |    22 -      gamma |  1 |  554  554   -1   -1 |  1  0 |   0.932     -1.368  2.856 |     -0.894      0.262     -1.711   -0.000 |
  802 |    22 -      gamma |  1 |  556  556   -1   -1 |  1  0 |   1.985     -1.473  2.079 |     -0.967      1.733     -4.102    0.000 |
  803 |    22 -      gamma |  1 |  556  556   -1   -1 |  1  0 |   0.765     -1.526  2.175 |     -0.435      0.630     -1.677    0.000 |
  804 |    22 -      gamma |  1 |  560  560   -1   -1 |  1  0 |   1.348     -1.508  2.243 |     -0.839      1.055     -2.894    0.000 |
  805 |    22 -      gamma |  1 |  560  560   -1   -1 |  1  0 |   0.011     -1.774 -2.894 |     -0.010     -0.003     -0.031    0.000 |
  806 |    22 -      gamma |  1 |  561  561   -1   -1 |  1  0 |   3.685     -1.617  2.002 |     -1.541      3.348     -8.914    0.000 |
  807 |    22 -      gamma |  1 |  561  561   -1   -1 |  1  0 |   0.013     -1.584  1.373 |      0.003      0.013     -0.030    0.000 |
  808 |   211 -        pi+ |  1 |  562  562   -1   -1 |  1  0 |   6.183     -1.583  2.153 |     -3.402      5.164    -14.421    0.140 |
  809 |  -211 -        pi- |  1 |  562  562   -1   -1 |  1  0 |   2.054     -1.581  2.154 |     -1.131      1.714     -4.780    0.140 |
  810 |   111 -        pi0 |  2 |  562  562  946  947 |  1  2 |   3.572     -1.528  2.161 |     -1.988      2.967     -7.841    0.135 |
  811 |   111 -        pi0 |  2 |  564  564  948  949 |  1  2 |   2.632     -1.568  2.105 |     -1.341      2.265     -6.037    0.135 |
  812 |   111 -        pi0 |  2 |  564  564  950  951 |  1  2 |   2.380     -1.582  2.064 |     -1.127      2.096     -5.546    0.135 |
  813 |   111 -        pi0 |  2 |  564  564  952  953 |  1  2 |   7.439     -1.599  2.116 |     -3.856      6.362    -17.659    0.135 |
  814 |    22 -      gamma |  1 |  566  566   -1   -1 |  1  0 |   1.291     -1.569  1.803 |     -0.297      1.257     -2.965   -0.000 |
  815 |    22 -      gamma |  1 |  566  566   -1   -1 |  1  0 |   3.660     -1.570  1.865 |     -1.062      3.503     -8.414   -0.000 |
  816 |    22 -      gamma |  1 |  569  569   -1   -1 |  1  0 |   3.020     -2.341  1.989 |     -1.225      2.760    -15.544   -0.000 |
  817 |    22 -      gamma |  1 |  569  569   -1   -1 |  1  0 |   0.482     -2.236  1.950 |     -0.179      0.448     -2.230   -0.000 |
  818 |    22 -      gamma |  1 |  571  571   -1   -1 |  1  0 |   0.316     -2.272  2.009 |     -0.134      0.286     -1.516   -0.000 |
  819 |    22 -      gamma |  1 |  571  571   -1   -1 |  1  0 |   6.168     -2.335  2.081 |     -3.014      5.382    -31.574   -0.000 |
  820 |   211 -        pi+ |  1 |  579  579   -1   -1 |  1  0 |   0.832     -2.451  1.985 |     -0.335      0.762     -4.793    0.140 |
  821 |  -211 -        pi- |  1 |  579  579   -1   -1 |  1  0 |   0.815     -2.410  2.039 |     -0.368      0.728     -4.500    0.140 |
  822 |   111 -        pi0 |  2 |  579  579  954  955 |  1  2 |   1.173     -2.561  2.215 |     -0.705      0.938     -7.552    0.135 |
  823 |   211 -        pi+ |  1 |  580  580   -1   -1 |  1  0 |   0.857     -2.154  2.196 |     -0.502      0.694     -3.641    0.140 |
  824 |  -211 -        pi- |  1 |  580  580   -1   -1 |  1  0 |   0.743     -2.804  2.012 |     -0.317      0.672     -6.113    0.140 |
  825 |   111 -        pi0 |  2 |  580  580  956  957 |  1  2 |   0.604     -2.547  2.004 |     -0.253      0.548     -3.829    0.135 |
  826 |   211 -        pi+ |  1 |  583  583   -1   -1 |  1  0 |   1.513     -2.303  1.890 |     -0.474      1.437     -7.495    0.140 |
  827 |  -211 -        pi- |  1 |  583  583   -1   -1 |  1  0 |   0.355     -2.498  1.760 |     -0.067      0.349     -2.144    0.140 |
  828 |   111 -        pi0 |  2 |  583  583  958  959 |  1  2 |   0.984     -1.927  1.766 |     -0.191      0.966     -3.308    0.135 |
  829 |    22 -      gamma |  1 |  591  591   -1   -1 |  1  0 |   8.501     -2.343  1.506 |      0.549      8.483    -43.846   -0.000 |
  830 |    22 -      gamma |  1 |  591  591   -1   -1 |  1  0 |  32.242     -2.335  1.509 |      2.001     32.180   -164.986    0.000 |
  831 |   211 -        pi+ |  1 |  597  597   -1   -1 |  1  0 |   2.218     -2.466  1.587 |     -0.036      2.218    -12.962    0.140 |
  832 |  -211 -        pi- |  1 |  597  597   -1   -1 |  1  0 |   0.952     -2.436  1.507 |      0.061      0.950     -5.403    0.140 |
  833 |   111 -        pi0 |  2 |  597  597  960  961 |  1  2 |   8.922     -2.381  1.595 |     -0.218      8.919    -47.828    0.135 |
  834 |    22 -      gamma |  1 |  601  601   -1   -1 |  1  0 |   1.591     -2.431  1.486 |      0.134      1.585     -8.973   -0.000 |
  835 |    22 -      gamma |  1 |  601  601   -1   -1 |  1  0 |   9.301     -2.461  1.468 |      0.954      9.252    -54.084   -0.000 |
  836 |    22 -      gamma |  1 |  602  602   -1   -1 |  1  0 |   1.377     -2.407  1.545 |      0.035      1.376     -7.577   -0.000 |
  837 |    22 -      gamma |  1 |  602  602   -1   -1 |  1  0 |   3.691     -2.389  1.603 |     -0.117      3.689    -19.949    0.000 |
  838 |    22 -      gamma |  1 |  603  603   -1   -1 |  1  0 |  10.695     -2.373  1.379 |      2.034     10.499    -56.863   -0.000 |
  839 |    22 -      gamma |  1 |  603  603   -1   -1 |  1  0 |   1.882     -2.401  1.389 |      0.340      1.851    -10.301    0.000 |
  840 |   211 -        pi+ |  1 |  610  610   -1   -1 |  1  0 |   1.402     -1.876  1.814 |     -0.337      1.361     -4.467    0.140 |
  841 |  -211 -        pi- |  1 |  610  610   -1   -1 |  1  0 |   0.288     -1.543  1.773 |     -0.058      0.282     -0.642    0.140 |
  842 |   111 -        pi0 |  2 |  610  610  962  963 |  1  2 |   1.286     -2.081  1.829 |     -0.329      1.243     -5.069    0.135 |
  843 |    22 -      gamma |  1 |  613  613   -1   -1 |  1  0 |   1.125     -2.051  2.145 |     -0.611      0.944     -4.300    0.000 |
  844 |    11 -         e- |  1 |  613  613   -1   -1 |  1  0 |   0.133     -1.954  2.329 |     -0.092      0.097     -0.461    0.001 |
  845 |   -11 -         e+ |  1 |  613  613   -1   -1 |  1  0 |   0.239     -1.955  2.331 |     -0.165      0.173     -0.827    0.001 |
  846 |   211 -        pi+ |  1 |  614  614   -1   -1 |  1  0 |   0.284     -1.632  1.755 |     -0.052      0.279     -0.698    0.140 |
  847 |  -211 -        pi- |  1 |  614  614   -1   -1 |  1  0 |   0.957     -1.720  1.904 |     -0.313      0.905     -2.588    0.140 |
  848 |   111 -        pi0 |  2 |  614  614  964  965 |  1  2 |   0.930     -1.829  1.982 |     -0.372      0.853     -2.823    0.135 |
  849 |    22 -      gamma |  1 |  615  615   -1   -1 |  1  0 |   1.041     -1.973  1.852 |     -0.289      1.000     -3.672   -0.000 |
  850 |    22 -      gamma |  1 |  615  615   -1   -1 |  1  0 |   1.437     -2.024  1.754 |     -0.262      1.413     -5.344   -0.000 |
  851 |  -413 -        D*- |  2 |  620  620  966  967 |  1  2 |  24.579     -1.711  1.372 |      4.847     24.096    -65.789    2.010 |
  852 |  -313 -     K*bar0 |  2 |  620  620  968  969 |  1  2 |  15.378     -1.728  1.368 |      3.104     15.062    -41.930    0.885 |
  853 |   413 -        D*+ |  2 |  620  620  970  971 |  1  2 |  49.874     -1.734  1.382 |      9.338     48.992   -136.795    2.010 |
  854 |   211 -        pi+ |  1 |  634  634   -1   -1 |  1  0 |   0.269      2.882  1.268 |      0.080      0.257      2.394    0.140 |
  855 |  -211 -        pi- |  1 |  634  634   -1   -1 |  1  0 |   0.456      2.513  1.363 |      0.094      0.446      2.797    0.140 |
  856 |   221 -        eta |  2 |  634  634  972  973 |  1  2 |   1.523      2.476  1.688 |     -0.178      1.512      8.994    0.548 |
  857 |    22 -      gamma |  1 |  647  647   -1   -1 |  1  0 |   0.159     -2.488  3.110 |     -0.159      0.005     -0.950   -0.000 |
  858 |    22 -      gamma |  1 |  647  647   -1   -1 |  1  0 |   0.204     -2.670  2.367 |     -0.146      0.143     -1.468   -0.000 |
  859 |   211 -        pi+ |  1 |  648  648   -1   -1 |  1  0 |   0.428     -3.451  2.786 |     -0.401      0.149     -6.732    0.140 |
  860 |  -211 -        pi- |  1 |  648  648   -1   -1 |  1  0 |   0.360     -4.591  1.291 |      0.099      0.346    -17.769    0.140 |
  861 |   211 -        pi+ |  1 |  649  649   -1   -1 |  1  0 |   0.081     -6.097  2.247 |     -0.051      0.063    -18.015    0.140 |
  862 |  -211 -        pi- |  1 |  649  649   -1   -1 |  1  0 |   0.382     -4.801 -1.603 |     -0.012     -0.382    -23.206    0.140 |
  863 |   111 -        pi0 |  2 |  649  649  974  975 |  1  2 |   0.238     -4.394 -2.896 |     -0.231     -0.058     -9.639    0.135 |
  864 |   211 -        pi+ |  1 |  653  653   -1   -1 |  1  0 |   0.121     -8.096 -1.513 |      0.007     -0.121   -199.015    0.140 |
  865 |  -211 -        pi- |  1 |  653  653   -1   -1 |  1  0 |   0.156     -7.739  0.184 |      0.154      0.029   -179.397    0.140 |
  866 |   111 -        pi0 |  2 |  653  653  976  977 |  1  2 |   0.314     -8.912 -1.768 |     -0.061     -0.308  -1163.830    0.135 |
  867 |    22 -      gamma |  1 |  668  668   -1   -1 |  1  0 |   0.484      1.214 -1.488 |      0.040     -0.483      0.744    0.000 |
  868 |    22 -      gamma |  1 |  668  668   -1   -1 |  1  0 |   3.140      1.105 -1.474 |      0.304     -3.125      4.223    0.000 |
